x, y, time_span
397,342 ,20.7438  
390,315 ,16.8174  
382,300 ,12.2875  
386,310 ,26.3623  
381,306 ,9.0424  
387,316 ,8.15785  
388,317 ,7.59532  
393,323 ,22.9195  
389,321 ,23.2653  
372,316 ,20.1317  
355,307 ,20.3248  
343,304 ,18.1201  
340,302 ,32.9583  
343,301 ,16.5608  
342,298 ,13.2455  
340,300 ,12.9986  
340,300 ,14.1582  
342,303 ,11.2748  
343,304 ,10.6066  
344,303 ,10.2725  
343,302 ,7.2116  
343,301 ,39.1535  
343,304 ,20.0482  
343,305 ,20.4428  
343,306 ,19.4598  
345,305 ,17.723  
346,307 ,17.6599  
354,315 ,17.4348  
353,314 ,14.0879  
353,317 ,17.1347  
349,311 ,29.3659  
339,299 ,11.1963  
346,307 ,11.7268  
342,304 ,8.38754  
338,306 ,8.91083  
335,306 ,8.66904  
335,303 ,6.59134  
338,293 ,22.6027  
338,294 ,20.4138  
345,291 ,35.3221  
353,297 ,17.5168  
350,293 ,15.2651  
361,309 ,15.6614  
360,309 ,14.8307  
358,306 ,13.6006  
357,311 ,14.0212  
357,310 ,12.3558  
358,309 ,9.26797  
352,306 ,25.2163  
352,306 ,6.68018  
356,304 ,22.0757  
360,306 ,21.3627  
362,308 ,20.4828  
363,307 ,21.852  
360,299 ,20.5766  
360,299 ,19.131  
359,299 ,15.7874  
357,299 ,29.8152  
360,301 ,11.3025  
360,307 ,10.1712  
356,303 ,9.17505  
355,304 ,9.51317  
345,298 ,9.73111  
343,297 ,6.18056  
344,296 ,21.3452  
351,296 ,21.2137  
358,294 ,35.277  
359,294 ,17.455  
431,252 ,15.9127  
484,224 ,15.6308  
496,219 ,14.8317  
521,211 ,14.1593  
522,214 ,13.4334  
521,217 ,11.2663  
520,218 ,10.3587  
529,232 ,26.248  
534,235 ,6.8121  
532,234 ,22.6794  
537,242 ,22.1955  
537,242 ,21.1074  
538,241 ,20.6334  
537,240 ,19.8575  
538,240 ,16.806  
532,232 ,16.3662  
528,226 ,30.9388  
529,228 ,13.2841  
521,235 ,12.3418  
520,235 ,10.9346  
518,237 ,10.9118  
514,227 ,10.6901  
514,227 ,8.37335  
519,228 ,7.25231  
521,229 ,22.4054  
525,236 ,37.3907  
531,240 ,19.6632  
530,239 ,17.8323  
533,241 ,17.6029  
532,241 ,17.1118  
530,237 ,17.0034  
525,234 ,16.2728  
531,235 ,14.5124  
531,235 ,11.9399  
536,242 ,27.4337  
535,243 ,9.03268  
528,237 ,8.66388  
530,239 ,7.52958  
537,242 ,22.4085  
536,239 ,22.7518  
536,239 ,21.9288  
535,242 ,19.0078  
534,243 ,18.5278  
531,245 ,32.9062  
530,250 ,15.3964  
531,248 ,13.7853  
517,249 ,13.0586  
476,247 ,12.836  
374,264 ,13.0813  
372,265 ,10.4391  
354,271 ,9.59691  
343,274 ,8.71364  
285,292 ,24.1835  
281,290 ,5.35222  
282,290 ,19.9267  
280,290 ,19.7683  
280,291 ,20.7757  
277,291 ,18.4936  
278,290 ,19.217  
273,285 ,16.7878  
272,286 ,13.5541  
271,289 ,29.4229  
275,290 ,10.8081  
277,292 ,10.3473  
277,293 ,9.70783  
278,293 ,8.51836  
280,295 ,8.54001  
286,298 ,7.8077  
286,298 ,20.814  
283,296 ,20.6325  
286,297 ,34.7847  
284,295 ,17.3724  
284,294 ,16.576  
284,294 ,14.9272  
286,294 ,14.9369  
286,294 ,15.1941  
284,294 ,12.4938  
285,295 ,11.5498  
285,299 ,10.6071  
284,300 ,25.4953  
284,299 ,7.39832  
283,299 ,22.0382  
281,297 ,21.5168  
278,297 ,21.2083  
277,297 ,20.2955  
277,297 ,19.6282  
278,294 ,17.4769  
274,293 ,15.8157  
276,293 ,31.4656  
276,296 ,12.9004  
276,296 ,12.2027  
276,299 ,11.6752  
276,299 ,10.4396  
274,298 ,11.3106  
283,291 ,9.56214  
284,291 ,6.77966  
284,290 ,22.9125  
284,289 ,37.4051  
277,289 ,19.4557  
279,289 ,18.8611  
279,290 ,17.0913  
279,291 ,17.2806  
279,291 ,16.6603  
278,291 ,14.5754  
279,290 ,13.4552  
280,290 ,12.592  
280,290 ,27.3545  
277,292 ,9.52397  
277,295 ,7.78539  
278,296 ,23.293  
278,299 ,23.4224  
277,299 ,21.7099  
277,303 ,21.4391  
276,307 ,19.7548  
