x, y, time_span
479,270 ,9.98361  
480,272 ,19.597  
481,272 ,18.1441  
480,271 ,14.8882  
480,271 ,16.836  
479,269 ,28.0515  
477,267 ,12.9627  
479,266 ,12.3193  
484,266 ,8.15338  
485,263 ,17.9609  
485,263 ,17.5831  
482,263 ,13.6639  
483,264 ,16.154  
481,266 ,15.5333  
478,264 ,29.9909  
476,261 ,11.8101  
476,259 ,14.9291  
475,258 ,17.0095  
478,261 ,16.1643  
482,265 ,12.5488  
488,269 ,14.0266  
489,270 ,13.8737  
490,272 ,9.08085  
490,275 ,35.8637  
487,274 ,13.7956  
486,274 ,15.8759  
488,280 ,15.0957  
489,261 ,11.2924  
489,261 ,21.1479  
500,227 ,12.4292  
499,230 ,8.38305  
501,214 ,18.8975  
497,214 ,30.0386  
497,202 ,15.3595  
494,200 ,14.4882  
495,198 ,9.67732  
494,195 ,20.6241  
493,195 ,11.0198  
492,193 ,15.6185  
484,194 ,17.5146  
486,193 ,18.0742  
480,194 ,32.0259  
476,191 ,13.0488  
477,192 ,8.70325  
487,192 ,18.796  
488,193 ,17.7562  
490,193 ,14.4572  
491,194 ,15.7716  
487,195 ,15.4708  
486,197 ,10.7549  
492,195 ,37.099  
493,193 ,7.87031  
490,191 ,17.6244  
485,191 ,16.5405  
482,184 ,12.8296  
477,181 ,14.9767  
474,179 ,13.8916  
482,183 ,11.2537  
475,177 ,20.0515  
443,204 ,25.3899  
464,185 ,16.5199  
404,196 ,15.6828  
372,199 ,11.8731  
254,217 ,21.2406  
228,231 ,13.0493  
230,235 ,9.47304  
207,229 ,34.6248  
205,234 ,46.4526  
203,231 ,10.4526  
247,242 ,35.3533  
250,243 ,16.2266  
254,246 ,33.2864  
256,254 ,13.1004  
261,259 ,30.9283  
264,264 ,9.46994  
268,264 ,34.3386  
267,264 ,14.5007  
260,264 ,16.224  
216,267 ,15.6486  
220,266 ,11.7247  
209,266 ,49.2229  
194,254 ,33.4458  
193,253 ,13.5724  
190,235 ,30.4979  
204,206 ,10.7087  
208,189 ,36.5165  
217,153 ,40.34  
213,145 ,12.8228  
235,147 ,29.2993  
257,157 ,11.2101  
261,165 ,35.7542  
272,188 ,15.6977  
275,194 ,34.1915  
279,199 ,12.2589  
290,227 ,28.6379  
296,241 ,9.10914  
294,253 ,18.3795  
292,261 ,17.7388  
297,259 ,14.7245  
292,272 ,16.2498  
293,277 ,27.9242  
295,298 ,20.3277  
298,300 ,11.5479  
316,317 ,16.0692  
327,315 ,17.2815  
321,318 ,16.7839  
429,445 ,13.9074  
440,455 ,15.3967  
443,456 ,14.9411  
456,468 ,28.8496  
464,473 ,10.7642  
460,487 ,14.7842  
456,483 ,16.4806  
455,482 ,15.7491  
457,483 ,12.0126  
462,485 ,13.7564  
463,483 ,13.3016  
466,486 ,14.229  
467,483 ,27.3994  
466,477 ,13.4125  
461,470 ,15.4787  
459,472 ,14.832  
455,473 ,11.1702  
456,473 ,20.9636  
454,472 ,11.8751  
455,471 ,16.431  
453,467 ,18.6718  
451,468 ,30.0105  
450,470 ,14.6325  
449,472 ,13.6299  
449,475 ,9.45117  
449,477 ,19.7655  
445,486 ,18.8014  
448,483 ,15.3967  
449,485 ,17.5181  
428,478 ,46.823  
439,470 ,24.3877  
457,450 ,19.1712  
429,479 ,17.5335  
123,564 ,31.2978  
139,532 ,15.2622  
129,538 ,10.2957  
156,515 ,36.845  
163,490 ,7.32984  
189,469 ,17.0163  
185,471 ,16.2755  
192,476 ,12.893  
205,464 ,14.3653  
193,472 ,13.5171  
193,480 ,9.87499  
195,483 ,48.0788  
171,489 ,32.8029  
162,485 ,16.0779  
162,477 ,28.528  
164,471 ,9.48681  
178,453 ,34.7323  
167,464 ,46.5326  
158,480 ,11.3494  
147,473 ,35.2093  
154,463 ,16.7993  
154,458 ,33.3203  
167,443 ,13.2198  
164,454 ,30.7487  
158,463 ,9.86047  
154,466 ,34.4683  
162,461 ,15.6815  
162,465 ,31.5773  
144,469 ,12.6152  
142,474 ,42.0954  
140,473 ,19.6373  
147,472 ,17.4758  
254,454 ,14.3277  
246,449 ,16.642  
204,465 ,14.7674  
205,463 ,11.5825  
195,462 ,37.0884  
173,470 ,40.4286  
190,458 ,12.6236  
190,455 ,14.317  
170,468 ,13.3734  
163,451 ,10.1346  
164,454 ,35.1564  
174,454 ,14.7552  
166,436 ,34.4948  
175,445 ,11.8463  
175,448 ,36.6102  
172,444 ,9.27901  
195,447 ,41.6517  
197,447 ,8.68965  
202,443 ,43.7951  
201,438 ,35.6156  
190,435 ,15.6844  
184,452 ,32.6309  
180,451 ,13.6851  
173,464 ,30.9656  
166,470 ,42.3015  
163,471 ,16.2512  
170,434 ,32.9065  
182,421 ,17.038  
187,407 ,14.7657  
