411,258 (8.29291e+007) 
417,257 (28.4023) 
411,257 (12.0575) 
360,299 (41.1596) 
357,301 (29.4802) 
357,302 (13.3517) 
357,304 (26.6546) 
354,306 (18.7225) 
352,309 (32.3884) 
352,309 (27.7416) 
343,313 (20.4099) 
325,329 (12.0544) 
301,356 (8.58508) 
306,355 (17.4351) 
312,349 (17.3836) 
305,355 (13.2467) 
318,346 (15.5585) 
324,344 (16.187) 
288,378 (27.9879) 
338,341 (94.6161) 
351,324 (14.7733) 
336,331 (43.6223) 
311,348 (31.8312) 
305,352 (15.778) 
292,357 (29.1438) 
287,354 (13.2843) 
285,354 (26.5966) 
284,355 (47.0954) 
281,354 (14.34) 
288,357 (30.1664) 
288,357 (14.1513) 
287,356 (25.6315) 
286,350 (17.8713) 
290,352 (32.7633) 
290,352 (13.9655) 
284,349 (27.1422) 
275,344 (18.6096) 
278,341 (32.7652) 
279,341 (16.4854) 
287,332 (48.0145) 
299,314 (27.6833) 
287,324 (19.6528) 
276,335 (31.2241) 
275,341 (15.7884) 
279,337 (29.1854) 
290,312 (39.8106) 
293,304 (15.3875) 
293,305 (28.7118) 
290,313 (13.185) 
285,316 (27.4133) 
283,320 (19.1391) 
300,309 (35.4047) 
304,309 (16.0971) 
314,299 (27.9819) 
399,248 (21.6829) 
466,197 (25.7794) 
468,188 (17.9648) 
474,158 (48.406) 
470,162 (27.1284) 
471,160 (19.1312) 
467,164 (32.2768) 
466,166 (16.1962) 
464,161 (29.9926) 
463,162 (42.1454) 
459,169 (18.188) 
456,167 (31.4827) 
457,164 (15.3769) 
457,164 (29.1947) 
457,164 (13.2121) 
461,160 (26.8297) 
453,160 (16.9556) 
436,160 (31.4457) 
435,160 (13.9714) 
419,156 (27.9234) 
424,150 (22.1035) 
421,150 (41.5425) 
429,152 (29.2096) 
428,151 (12.7702) 
427,150 (10.0874) 
419,147 (18.2296) 
432,144 (20.2715) 
437,142 (24.4283) 
410,200 (28.1985) 
415,193 (13.3436) 
429,172 (13.0338) 
433,181 (24.8916) 
442,169 (17.3277) 
452,162 (31.1288) 
449,160 (14.7596) 
449,160 (28.5508) 
449,160 (11.1745) 
460,164 (32.1904) 
459,165 (15.8524) 
455,164 (29.9529) 
456,162 (13.6961) 
452,162 (42.8752) 
453,161 (13.3618) 
437,173 (15.1124) 
443,169 (14.898) 
418,183 (11.1063) 
416,182 (20.4716) 
425,175 (12.3726) 
406,189 (7.85688) 
416,174 (18.0724) 
406,179 (29.5) 
405,177 (14.2016) 
408,173 (13.8029) 
402,178 (9.99791) 
409,171 (19.335) 
407,172 (19.1882) 
391,184 (18.2211) 
403,174 (17.2095) 
407,172 (17.865) 
427,167 (30.3763) 
439,180 (13.0136) 
421,181 (26.2468) 
417,180 (18.058) 
416,185 (31.9284) 
419,181 (15.8611) 
417,184 (44.5283) 
416,185 (7.37237) 
414,194 (18.3102) 
427,186 (16.7021) 
388,193 (30.2201) 
400,204 (14.1865) 
430,385 (28.4983) 
441,435 (41.5234) 
442,447 (15.7408) 
444,462 (30.2343) 
442,471 (14.0267) 
442,458 (26.7685) 
442,456 (18.4814) 
441,457 (32.0657) 
441,459 (14.4918) 
441,461 (28.0175) 
441,463 (11.8612) 
425,464 (33.9305) 
424,457 (17.5907) 
420,460 (46.831) 
412,449 (27.5964) 
411,448 (18.8538) 
411,446 (32.1789) 
410,447 (16.8673) 
411,446 (30.9523) 
425,426 (41.5356) 
441,402 (17.0873) 
448,394 (30.8456) 
450,392 (14.3109) 
448,397 (29.0909) 
454,402 (12.5378) 
450,410 (26.3573) 
427,445 (16.8047) 
423,451 (30.197) 
431,437 (14.2447) 
412,459 (28.1707) 
411,456 (12.286) 
412,455 (40.8237) 
414,452 (29.258) 
425,442 (12.9358) 
421,445 (26.4842) 
423,444 (18.5473) 
418,452 (32.0165) 
417,452 (44.1715) 
418,445 (12.0045) 
416,448 (25.4254) 
408,454 (17.3184) 
411,451 (31.379) 
416,449 (15.6077) 
414,450 (28.2156) 
419,447 (12.1372) 
429,449 (24.5899) 
430,450 (17.1201) 
429,451 (30.8656) 
429,451 (14.9236) 
426,449 (43.9141) 
431,427 (31.0385) 
425,434 (14.825) 
421,440 (29.0931) 
420,449 (12.9744) 
420,448 (27.0073) 
424,421 (46.404) 
427,409 (14.6498) 
428,403 (11.1608) 
431,402 (18.496) 
421,436 (19.8071) 
354,231 (167.481) 
354,240 (15.4913) 
335,266 (10.7886) 
352,241 (37.7605) 
353,240 (25.1625) 
351,245 (16.5067) 
340,256 (12.9771) 
338,263 (14.4725) 
352,255 (14.1875) 
342,267 (9.8958) 
352,262 (20.317) 
345,267 (23.8139) 
348,264 (15.9942) 
346,266 (15.9765) 
