161,120 (8.68673e+007) 
162,121 (10.8089) 
159,120 (20.397) 
160,126 (24.7411) 
166,134 (17.3418) 
170,136 (16.4915) 
169,132 (13.4742) 
198,143 (15.0726) 
209,146 (14.5507) 
220,146 (9.66546) 
230,150 (19.3319) 
233,151 (18.4794) 
233,145 (33.33) 
231,145 (15.588) 
231,144 (11.9006) 
228,148 (21.8381) 
228,147 (13.0237) 
226,148 (8.62254) 
226,153 (18.7701) 
227,154 (17.4698) 
229,157 (13.8115) 
232,162 (31.2699) 
233,161 (10.8795) 
234,161 (20.3017) 
232,157 (11.9799) 
232,153 (16.8425) 
259,146 (33.517) 
261,142 (12.7254) 
309,142 (14.2015) 
351,144 (26.5567) 
434,150 (34.3917) 
454,150 (15.2094) 
465,153 (16.999) 
464,154 (16.8414) 
465,157 (11.6094) 
467,159 (21.0564) 
469,158 (12.3891) 
470,166 (27.2375) 
470,164 (17.5011) 
471,166 (13.9287) 
470,161 (16.2011) 
471,158 (15.1322) 
471,155 (11.1061) 
471,153 (20.8431) 
470,154 (12.5376) 
469,155 (7.46332) 
469,154 (33.4311) 
469,154 (12.539) 
469,153 (14.101) 
466,153 (13.6095) 
466,155 (10.8766) 
466,156 (20.156) 
466,156 (11.658) 
468,158 (15.809) 
468,157 (16.3011) 
468,159 (28.8662) 
467,159 (13.0115) 
466,159 (12.6281) 
466,161 (9.21958) 
463,161 (18.6666) 
464,160 (18.0241) 
465,159 (13.9505) 
467,158 (15.0576) 
470,153 (14.9086) 
471,156 (29.8943) 
472,157 (11.5549) 
473,157 (15.9923) 
473,158 (17.6109) 
471,157 (16.8358) 
463,144 (12.7083) 
461,140 (14.6241) 
463,150 (13.3349) 
463,148 (9.67193) 
463,150 (35.4404) 
470,156 (14.6595) 
470,157 (16.0351) 
470,158 (15.4525) 
471,157 (12.8043) 
470,155 (14.2496) 
474,151 (13.4253) 
475,150 (8.58197) 
470,150 (18.1273) 
472,150 (30.7024) 
471,151 (15.1444) 
474,152 (14.4207) 
475,163 (11.5467) 
478,159 (20.8128) 
476,160 (13.2719) 
476,159 (7.81745) 
474,153 (17.4056) 
467,155 (16.4223) 
468,150 (31.1659) 
462,149 (13.2494) 
461,150 (9.82376) 
460,149 (19.2225) 
465,153 (18.9683) 
465,154 (14.6689) 
464,153 (16.5547) 
463,150 (15.3729) 
463,149 (11.8361) 
464,146 (38.5642) 
468,148 (8.55718) 
469,148 (18.0222) 
470,148 (17.7226) 
470,148 (14.8281) 
469,149 (16.1635) 
467,146 (15.8576) 
466,148 (10.7653) 
463,154 (21.1246) 
464,141 (24.6073) 
462,137 (17.5356) 
460,139 (16.374) 
459,137 (13.4846) 
459,140 (17.7207) 
457,162 (14.4003) 
461,170 (10.5995) 
460,169 (18.9928) 
465,172 (18.16) 
466,169 (33.1752) 
467,165 (15.2665) 
466,156 (11.7467) 
465,155 (21.2446) 
463,154 (12.8553) 
462,154 (8.56447) 
461,154 (18.4712) 
461,155 (17.2488) 
462,154 (13.5661) 
460,152 (31.3773) 
461,150 (10.7842) 
455,151 (19.9939) 
454,150 (20.296) 
458,146 (8.5817) 
459,147 (19.1423) 
459,150 (16.9141) 
459,154 (12.566) 
