x, y, time_span
260,198 ,34.2871  
256,201 ,18.2138  
250,229 ,15.9266  
247,230 ,15.4761  
238,216 ,13.8936  
227,208 ,28.8062  
229,200 ,11.0073  
227,197 ,8.44466  
228,196 ,8.85462  
230,207 ,8.61497  
230,216 ,6.7806  
229,217 ,22.9575  
230,215 ,21.3382  
234,219 ,19.8233  
232,202 ,36.8985  
244,203 ,21.7841  
284,177 ,16.7868  
284,176 ,17.118  
275,175 ,13.4186  
314,179 ,13.9231  
319,179 ,13.1737  
329,184 ,11.4629  
331,184 ,12.1244  
287,134 ,26.5344  
290,140 ,8.8908  
284,161 ,6.0724  
244,155 ,47.0507  
218,160 ,7.52936  
186,143 ,20.4574  
187,147 ,17.1946  
189,152 ,16.0873  
198,161 ,31.0862  
179,162 ,12.9157  
171,160 ,27.5978  
174,162 ,10.9262  
183,155 ,24.7585  
173,147 ,7.82952  
171,145 ,20.7626  
167,140 ,38.0987  
168,141 ,17.6732  
150,128 ,17.768  
152,127 ,16.8231  
162,130 ,31.341  
173,120 ,15.3772  
169,116 ,11.4751  
167,114 ,11.897  
162,106 ,26.2481  
133,69 ,9.28273  
159,117 ,7.98507  
161,121 ,22.6694  
159,116 ,22.5294  
173,135 ,22.0447  
180,136 ,20.3194  
181,135 ,19.4417  
173,127 ,19.2068  
172,118 ,33.9941  
170,125 ,15.3364  
169,147 ,12.864  
168,136 ,12.9118  
162,132 ,12.3077  
169,136 ,26.7593  
170,133 ,8.89672  
171,133 ,6.46962  
172,130 ,38.9705  
165,133 ,35.7863  
163,130 ,18.8359  
163,124 ,33.3559  
164,119 ,16.7254  
161,119 ,29.5112  
163,124 ,42.7002  
161,125 ,9.64628  
169,111 ,7.55104  
154,100 ,24.4716  
130,114 ,7.45578  
128,115 ,38.1054  
161,126 ,19.5765  
161,129 ,34.8017  
175,118 ,18.6129  
180,116 ,32.4251  
178,123 ,14.5048  
178,120 ,13.3004  
166,106 ,13.2741  
166,106 ,12.5641  
159,104 ,41.4806  
158,115 ,22.8511  
166,124 ,21.3571  
170,123 ,35.6  
168,123 ,18.9447  
177,117 ,32.3955  
171,111 ,29.8293  
162,111 ,12.6501  
155,111 ,11.4922  
155,110 ,10.7745  
146,111 ,12.2921  
140,110 ,9.63403  
139,106 ,8.53608  
138,111 ,7.67719  
134,105 ,21.5704  
149,116 ,36.6617  
153,120 ,18.6225  
154,121 ,16.1013  
173,137 ,16.6785  
174,138 ,16.0326  
174,140 ,30.3028  
153,121 ,12.6759  
157,126 ,10.3651  
154,121 ,26.789  
158,125 ,8.00225  
157,126 ,7.69717  
159,124 ,23.5871  
164,123 ,38.1913  
170,116 ,20.4887  
169,119 ,17.7366  
187,120 ,17.7522  
178,104 ,46.6273  
178,104 ,13.6406  
169,99 ,28.1759  
169,99 ,11.5129  
171,100 ,24.9539  
178,106 ,7.63617  
175,111 ,38.7228  
179,110 ,20.8966  
172,97 ,18.759  
160,89 ,18.8328  
166,96 ,18.3327  
169,100 ,33.1452  
176,101 ,14.9392  
182,110 ,45.1798  
181,105 ,9.62113  
174,100 ,9.93615  
164,97 ,8.75951  
145,76 ,8.71701  
147,80 ,7.10801  
149,82 ,23.0907  
153,88 ,19.2066  
165,97 ,19.6166  
166,100 ,50.3113  
168,101 ,17.5709  
167,97 ,30.512  
161,91 ,13.8631  
156,96 ,12.3944  
148,97 ,11.8656  
162,101 ,9.73573  
165,104 ,26.2114  
173,118 ,8.73411  
170,124 ,5.69161  
161,115 ,21.6483  
164,103 ,20.9857  
168,116 ,18.618  
189,113 ,18.8518  
185,121 ,17.1654  
181,117 ,14.9786  
184,106 ,31.0125  
172,101 ,11.8084  
160,95 ,11.7582  
