365,230 (1.72522e+008) 
368,232 (9.62009) 
368,233 (6.53269) 
369,234 (24.5831) 
370,234 (6.57299) 
359,233 (20.2716) 
314,229 (21.1062) 
284,226 (34.4288) 
272,232 (18.3658) 
270,234 (18.2121) 
270,234 (13.4282) 
272,231 (14.3244) 
273,227 (13.3693) 
273,225 (10.441) 
274,223 (11.5373) 
274,221 (10.7075) 
272,224 (26.0661) 
268,228 (7.70488) 
264,234 (20.3553) 
265,234 (21.1737) 
267,236 (20.4213) 
266,235 (17.4438) 
269,230 (18.9511) 
270,225 (17.5051) 
271,223 (15.1661) 
271,222 (32.2575) 
271,224 (11.3428) 
270,227 (12.9493) 
268,228 (11.4447) 
259,224 (8.70837) 
224,210 (9.30778) 
216,207 (8.85003) 
209,206 (6.05728) 
204,202 (23.3264) 
190,199 (36.4458) 
187,202 (20.5179) 
190,202 (18.5061) 
195,199 (15.4024) 
196,200 (16.3205) 
196,202 (15.5214) 
196,202 (12.505) 
194,200 (13.3379) 
193,198 (13.4391) 
191,204 (27.794) 
191,200 (9.65219) 
189,197 (7.76907) 
176,189 (23.6034) 
176,188 (24.1207) 
176,191 (4.98242) 
181,195 (20.6448) 
181,196 (20.0096) 
181,195 (17.6586) 
185,205 (34.4396) 
186,203 (14.8681) 
198,208 (15.6655) 
196,201 (14.7613) 
205,195 (10.2639) 
207,195 (11.0032) 
204,195 (12.0966) 
200,203 (9.63225) 
198,202 (8.76138) 
192,208 (23.2993) 
196,208 (20.8607) 
196,209 (20.5483) 
192,203 (17.1577) 
204,197 (18.0681) 
246,192 (17.166) 
249,191 (14.4506) 
267,190 (15.0235) 
302,186 (14.6868) 
390,179 (29.9377) 
390,177 (11.2206) 
390,177 (8.66606) 
387,176 (8.81002) 
381,173 (9.09596) 
379,172 (5.36794) 
379,173 (22.3334) 
381,180 (21.1345) 
380,180 (19.0457) 
382,182 (35.8109) 
383,175 (15.1767) 
385,167 (15.7765) 
382,168 (15.1208) 
384,170 (12.2609) 
372,175 (12.903) 
375,176 (12.187) 
385,172 (9.70344) 
383,169 (10.3161) 
384,170 (24.0531) 
387,169 (6.88541) 
392,166 (21.9585) 
396,165 (19.241) 
403,169 (20.0539) 
402,169 (19.168) 
401,171 (16.4309) 
393,170 (17.709) 
392,170 (16.6093) 
380,172 (32.3481) 
385,166 (15.059) 
386,166 (10.2811) 
384,173 (12.3982) 
385,175 (10.2021) 
386,176 (7.29387) 
387,176 (24.0519) 
387,179 (7.16824) 
385,181 (20.5149) 
384,182 (38.3856) 
377,182 (17.3126) 
378,182 (17.9265) 
374,179 (17.1386) 
370,178 (14.2129) 
370,176 (15.3772) 
376,174 (23.8151) 
379,173 (13.7095) 
379,173 (12.55) 
382,171 (25.849) 
383,172 (9.43315) 
383,171 (8.37155) 
384,171 (5.43511) 
384,173 (24.074) 
385,181 (6.20457) 
385,183 (20.3663) 
385,182 (20.8858) 
385,183 (19.9598) 
383,183 (35.3154) 
378,182 (16.9789) 
376,182 (18.1514) 
371,179 (14.269) 
370,178 (14.5344) 
371,178 (10.8838) 
370,176 (11.8985) 
369,175 (9.14506) 
369,175 (6.48575) 
373,171 (39.8727) 
373,172 (19.3236) 
363,176 (34.873) 
339,181 (16.1717) 
339,186 (32.1941) 
345,189 (14.1194) 
