"","data.circle","data.time_span","data.color"
"1","bottom-left",3722.74146,"Blue"
"2","bottom-right",9528.82406,"Red"
"3","center",8183.41515,"Green"
"4","none",15318.424417,"white"
"5","top-left",4891.35559,"Yellow"
"6","top-right",12308.06034,"Orange"
