"","data.circle","data.time_span","data.color"
"1","bottom-left",8872.72313,"Red"
"2","bottom-right",4076.21095,"Green"
"3","center",9327.10213,"Orange"
"4","none",19831.41484,"white"
"5","top-left",7996.488144,"Blue"
"6","top-right",4286.05156,"Yellow"
