"","data.circle","data.time_span","data.color"
"1","bottom-left",6248.48022,"Blue"
"2","bottom-right",6468.35895,"Green"
"3","center",16000.75278,"Red"
"4","none",17140.91325,"white"
"5","top-left",2343.02317,"Orange"
"6","top-right",6099.86789,"Yellow"
