"","data.circle","data.time_span","data.color"
"1","bottom-left",2761.93203,"Yellow"
"2","bottom-right",10197.34606,"Green"
"3","center",17221.38339,"Red"
"4","none",13137.34838,"white"
"5","top-left",5019.46303,"Blue"
"6","top-right",9106.60861,"Orange"
