"","data.circle","data.time_span","data.color"
"1","bottom-left",6931.65354,"Blue"
"2","bottom-right",5324.396239,"Green"
"3","center",15102.10404,"Yellow"
"4","none",11869.42178,"white"
"5","top-left",4380.93384,"Orange"
"6","top-right",10985.5317,"Red"
