"","data.circle","data.time_span","data.color"
"1","bottom-left",891.82969,"Red"
"2","bottom-right",6419.52805,"Yellow"
"3","center",11882.749681,"Green"
"4","none",18918.832003,"white"
"5","top-left",2714.22761,"Orange"
"6","top-right",14027.02377,"Blue"
