"","data.circle","data.time_span","data.color"
"1","bottom-left",3568.75996,"Red"
"2","bottom-right",2416.33559,"Yellow"
"3","center",15326.82632,"Orange"
"4","none",14069.75478,"white"
"5","top-left",14853.69891,"Blue"
"6","top-right",2566.47295,"Green"
