"","data.circle","data.time_span","data.color"
"1","bottom-left",6096.51606,"Green"
"2","bottom-right",4347.56882,"Orange"
"3","center",19835.98204,"Blue"
"4","none",11466.09505,"white"
"5","top-left",5361.804796,"Red"
"6","top-right",7349.86052,"Yellow"
