"","data.circle","data.time_span","data.color"
"1","bottom-left",5635.3513,"Yellow"
"2","bottom-right",8552.863204,"Red"
"3","center",15902.5121,"Green"
"4","none",10346.28578,"white"
"5","top-left",6593.537389,"Blue"
"6","top-right",6872.79392,"Orange"
