"","data.circle","data.time_span","data.color"
"1","bottom-left",2496.723211,"Orange"
"2","bottom-right",5493.2429,"Green"
"3","center",17887.02669,"Blue"
"4","none",16558.42693,"white"
"5","top-left",6118.23606,"Yellow"
"6","top-right",5803.98209,"Red"
