"","data.circle","data.time_span","data.color"
"1","bottom-left",4505.13263,"Yellow"
"2","bottom-right",11037.31333,"Orange"
"3","center",7484.810329,"Blue"
"4","none",19552.341858,"white"
"5","top-left",5288.61611,"Red"
"6","top-right",6593.87433,"Green"
