"","data.circle","data.time_span","data.color"
"1","bottom-left",5727.29779,"Blue"
"2","bottom-right",5294.38675,"Red"
"3","center",16139.80408,"Yellow"
"4","none",16680.067554,"white"
"5","top-left",6261.17739,"Orange"
"6","top-right",7650.8852,"Green"
