"","data.circle","data.time_span","data.color"
"1","bottom-left",3136.97435,"Orange"
"2","bottom-right",8308.87015,"Red"
"3","center",11643.07268,"Green"
"4","none",17487.11018,"white"
"5","top-left",3823.984113,"Blue"
"6","top-right",9843.07356,"Yellow"
