"","data.circle","data.time_span","data.color"
"1","bottom-left",4825.36315,"Red"
"2","bottom-right",5567.85965,"Yellow"
"3","center",15351.68583,"Blue"
"4","none",11441.54971,"white"
"5","top-left",4557.99127,"Green"
"6","top-right",12593.7598949,"Orange"
