"","data.circle","data.time_span","data.color"
"1","bottom-left",4858.26163,"Blue"
"2","bottom-right",12772.540145,"Green"
"3","center",9031.47624,"Orange"
"4","none",15069.45422,"white"
"5","top-left",6433.13579,"Red"
"6","top-right",6158.66299,"Yellow"
