"","data.circle","data.time_span","data.color"
"1","bottom-left",3676.2989,"Orange"
"2","bottom-right",7533.78728,"Blue"
"3","center",13631.41762,"Red"
"4","none",14957.92515,"white"
"5","top-left",5101.02056,"Yellow"
"6","top-right",6324.99475,"Green"
