"","data.circle","data.time_span","data.color"
"1","bottom-left",1886.59818,"Orange"
"2","bottom-right",5593.94627,"Red"
"3","center",11770.82971,"Green"
"4","none",18143.5899964,"white"
"5","top-left",6316.59891,"Yellow"
"6","top-right",13840.6929,"Blue"
