"","data.circle","data.time_span","data.color"
"1","bottom-left",7446.31806,"Yellow"
"2","bottom-right",11345.15133,"Red"
"3","center",12192.44639,"Orange"
"4","none",11753.86393,"white"
"5","top-left",5575.60357,"Green"
"6","top-right",6409.45079,"Blue"
