"","data.circle","data.time_span","data.color"
"1","bottom-left",3066.9689,"Orange"
"2","bottom-right",6496.41542,"Red"
"3","center",16372.266329,"Yellow"
"4","none",11969.92801,"white"
"5","top-left",9884.79359,"Green"
"6","top-right",6857.57256,"Blue"
