"","data.circle","data.time_span","data.color"
"1","bottom-left",2240.1011,"Orange"
"2","bottom-right",6760.10317,"Green"
"3","center",13140.74737,"Red"
"4","none",18376.1682954,"white"
"5","top-left",7112.931402,"Yellow"
"6","top-right",5851.68958,"Blue"
