"","data.circle","data.time_span","data.color"
"1","bottom-left",3015.0167,"Yellow"
"2","bottom-right",2536.57172,"Blue"
"3","center",11212.871222,"Orange"
"4","none",24379.7090296,"white"
"5","top-left",9593.44271,"Red"
"6","top-right",6828.99036,"Green"
