"","data.circle","data.time_span","data.color"
"1","bottom-left",4679.33715,"Red"
"2","bottom-right",10659.47069,"Yellow"
"3","center",6921.99839,"Blue"
"4","none",16941.3311,"white"
"5","top-left",8837.68494,"Orange"
"6","top-right",6402.55576,"Green"
