"","data.circle","data.time_span","data.color"
"1","bottom-left",3114.74092,"Orange"
"2","bottom-right",13509.55848,"Green"
"3","center",18672.603959,"Yellow"
"4","none",10890.54501,"white"
"5","top-left",3193.30721,"Blue"
"6","top-right",5167.26203,"Red"
