"","data.circle","data.time_span","data.color"
"1","bottom-left",2940.68756,"Blue"
"2","bottom-right",8101.92071,"Red"
"3","center",12428.7058264,"Orange"
"4","none",12659.66571,"white"
"5","top-left",6313.34456,"Yellow"
"6","top-right",11920.97242,"Green"
