"","data.circle","data.time_span","data.color"
"1","bottom-left",1484.87539,"Orange"
"2","bottom-right",7218.37483819,"Green"
"3","center",9734.9712,"Yellow"
"4","none",14858.85551,"white"
"5","top-left",5636.19981,"Red"
"6","top-right",15266.32525,"Blue"
