"","data.circle","data.time_span","data.color"
"1","bottom-left",2926.02939,"Red"
"2","bottom-right",5498.22248,"Green"
"3","center",15244.63773,"Yellow"
"4","none",20163.61446,"white"
"5","top-left",4058.52931,"Orange"
"6","top-right",6395.10605,"Blue"
