"","data.circle","data.time_span","data.color"
"1","bottom-left",2341.20019,"Red"
"2","bottom-right",9696.15433,"Orange"
"3","center",9777.28448,"Yellow"
"4","none",20729.2268473,"white"
"5","top-left",3341.308803,"Blue"
"6","top-right",11731.640581,"Green"
