"","data.circle","data.time_span","data.color"
"1","bottom-left",2185.67482,"Orange"
"2","bottom-right",5406.38445,"Blue"
"3","center",18314.615869,"Yellow"
"4","none",14454.48664,"white"
"5","top-left",9913.02798,"Green"
"6","top-right",4042.45984,"Red"
