"","data.circle","data.time_span","data.color"
"1","bottom-left",3159.69445,"Blue"
"2","bottom-right",2748.00677,"Green"
"3","center",11986.28547,"Yellow"
"4","none",19527.03455,"white"
"5","top-left",6984.1790884,"Red"
"6","top-right",9844.2625,"Orange"
