"","data.circle","data.time_span","data.color"
"1","bottom-left",10530.36207,"Red"
"2","bottom-right",7410.421053,"Green"
"3","center",7798.07809,"Blue"
"4","none",12768.08289,"white"
"5","top-left",9693.29881,"Yellow"
"6","top-right",6223.31476,"Orange"
