"","data.circle","data.time_span","data.color"
"1","bottom-left",7269.65917,"Yellow"
"2","bottom-right",6523.42785,"Green"
"3","center",13322.64209,"Orange"
"4","none",16539.417471,"white"
"5","top-left",2284.02392,"Red"
"6","top-right",8556.75562,"Blue"
