"","data.circle","data.time_span","data.color"
"1","bottom-left",12121.9312,"Orange"
"2","bottom-right",1175.94043,"Yellow"
"3","center",15960.590732,"Green"
"4","none",14074.52508,"white"
"5","top-left",6916.340184,"Blue"
"6","top-right",4049.61581,"Red"
