"","data.circle","data.time_span","data.color"
"1","bottom-left",7109.2685,"Green"
"2","bottom-right",4997.86909,"Blue"
"3","center",11444.59069,"Yellow"
"4","none",22370.28326,"white"
"5","top-left",3750.09127,"Orange"
"6","top-right",7918.44667,"Red"
