"","data.circle","data.time_span","data.color"
"1","bottom-left",8588.13798,"Blue"
"2","bottom-right",9120.67666,"Red"
"3","center",9424.639,"Orange"
"4","none",14277.26543,"white"
"5","top-left",6686.85072,"Green"
"6","top-right",9451.01871,"Yellow"
