"","data.circle","data.time_span","data.color"
"1","bottom-left",4694.7793,"Green"
"2","bottom-right",4106.60378,"Orange"
"3","center",16491.586666,"Yellow"
"4","none",12852.44244,"white"
"5","top-left",5163.2737,"Blue"
"6","top-right",11332.76707,"Red"
