"","data.circle","data.time_span","data.color"
"1","bottom-left",5079.27009,"Blue"
"2","bottom-right",1354.41598,"Orange"
"3","center",17987.01158,"Green"
"4","none",10081.84347,"white"
"5","top-left",13970.82619,"Red"
"6","top-right",6036.81977,"Yellow"
