"","data.circle","data.time_span","data.color"
"1","bottom-left",3311.99523,"Orange"
"2","bottom-right",7879.4559,"Red"
"3","center",16555.85692,"Blue"
"4","none",12853.2446,"white"
"5","top-left",4025.55696,"Yellow"
"6","top-right",9910.26442,"Green"
