"","data.circle","data.time_span","data.color"
"1","bottom-left",7240.5044,"Blue"
"2","bottom-right",6221.2099,"Yellow"
"3","center",8310.466322,"Green"
"4","none",19866.096718,"white"
"5","top-left",2767.61654,"Orange"
"6","top-right",6200.2223,"Red"
