"","data.circle","data.time_span","data.color"
"1","bottom-left",2982.20434,"Green"
"2","bottom-right",6857.87713,"Blue"
"3","center",16500.792099,"Red"
"4","none",15768.921967,"white"
"5","top-left",7922.8028,"Orange"
"6","top-right",3987.48945,"Yellow"
