"","data.circle","data.time_span","data.color"
"1","bottom-left",2843.65772,"Red"
"2","bottom-right",11078.4233471,"Blue"
"3","center",12512.65011,"Green"
"4","none",19493.013732,"white"
"5","top-left",4519.61515,"Yellow"
"6","top-right",4749.07102,"Orange"
