"","data.circle","data.time_span","data.color"
"1","bottom-left",7344.27872,"Blue"
"2","bottom-right",7611.59907,"Orange"
"3","center",13595.36333,"Red"
"4","none",19421.2599,"white"
"5","top-left",1762.47951,"Green"
"6","top-right",5817.30802,"Yellow"
