"","data.circle","data.time_span","data.color"
"1","bottom-left",6672.17369,"Yellow"
"2","bottom-right",10355.67536,"Red"
"3","center",7763.9197,"Blue"
"4","none",13268.71431,"white"
"5","top-left",5003.34468,"Green"
"6","top-right",8146.72162,"Orange"
