"","data.circle","data.time_span","data.color"
"1","bottom-left",3598.95734,"Orange"
"2","bottom-right",4506.0811,"Yellow"
"3","center",13195.97091,"Blue"
"4","none",11762.17187,"white"
"5","top-left",5668.54678,"Red"
"6","top-right",9571.84642,"Green"
