"","data.circle","data.time_span","data.color"
"1","bottom-left",1564.36426,"Blue"
"2","bottom-right",3168.87018,"Red"
"3","center",12290.85208,"Green"
"4","none",22033.43796,"white"
"5","top-left",4863.727034,"Orange"
"6","top-right",10553.2339,"Yellow"
