"","data.circle","data.time_span","data.color"
"1","bottom-left",3625.05715,"Orange"
"2","bottom-right",3817.79388,"Red"
"3","center",19810.87671,"Yellow"
"4","none",16879.924476,"white"
"5","top-left",5696.17758,"Blue"
"6","top-right",7285.30844,"Green"
