"","data.circle","data.time_span","data.color"
"1","bottom-left",4276.806454,"Orange"
"2","bottom-right",8206.48476,"Yellow"
"3","center",16723.03581,"Green"
"4","none",18962.79791,"white"
"5","top-left",3536.05778,"Red"
"6","top-right",3590.20866,"Blue"
