"","data.circle","data.time_span","data.color"
"1","bottom-left",2876.71183,"Blue"
"2","bottom-right",2868.78586,"Yellow"
"3","center",14934.80241,"Orange"
"4","none",13580.26033,"white"
"5","top-left",11479.33852,"Red"
"6","top-right",5816.19915,"Green"
