"","data.circle","data.time_span","data.color"
"1","bottom-left",7099.49682,"Green"
"2","bottom-right",3684.31731,"Orange"
"3","center",11363.59594,"Yellow"
"4","none",18274.23456,"white"
"5","top-left",3177.87501,"Red"
"6","top-right",14027.40732,"Blue"
