"","data.circle","data.time_span","data.color"
"1","bottom-left",3979.71723,"Red"
"2","bottom-right",7974.07437,"Blue"
"3","center",13712.62415,"Green"
"4","none",20438.77831,"white"
"5","top-left",4295.258786,"Orange"
"6","top-right",7195.37524,"Yellow"
