"","data.circle","data.time_span","data.color"
"1","bottom-left",7436.06729,"Green"
"2","bottom-right",3822.98379,"Red"
"3","center",14797.01727,"Orange"
"4","none",19351.69984,"white"
"5","top-left",2760.22426,"Blue"
"6","top-right",9409.37973,"Yellow"
