"","data.circle","data.time_span","data.color"
"1","bottom-left",3273.15771,"Red"
"2","bottom-right",9003.64612,"Blue"
"3","center",12962.86631,"Orange"
"4","none",14686.06537,"white"
"5","top-left",5299.6716,"Yellow"
"6","top-right",4881.36662,"Green"
