"","data.circle","data.time_span","data.color"
"1","bottom-left",4128.1654,"Green"
"2","bottom-right",7811.35237,"Red"
"3","center",17540.77887,"Blue"
"4","none",7742.37223,"white"
"5","top-left",11062.75103,"Orange"
"6","top-right",5980.79438,"Yellow"
