"","data.circle","data.time_span","data.color"
"1","bottom-left",2626.33033,"Yellow"
"2","bottom-right",7448.02797,"Orange"
"3","center",12052.63627,"Green"
"4","none",16058.58967,"white"
"5","top-left",6828.29829,"Blue"
"6","top-right",9314.37757,"Red"
