"","data.circle","data.time_span","data.color"
"1","bottom-left",1042.08915,"Green"
"2","bottom-right",8761.86512,"Yellow"
"3","center",16523.52588,"Red"
"4","none",15550.17432,"white"
"5","top-left",7070.78114,"Orange"
"6","top-right",5461.98516,"Blue"
