"","data.circle","data.time_span","data.color"
"1","bottom-left",3035.99986,"Green"
"2","bottom-right",558.9005,"Blue"
"3","center",15481.48652,"Orange"
"4","none",9052.77237,"white"
"5","top-left",13672.979221,"Yellow"
"6","top-right",12614.4306,"Red"
