"","data.circle","data.time_span","data.color"
"1","bottom-left",6144.46289,"Green"
"2","bottom-right",3794.39618,"Red"
"3","center",6665.97805,"Yellow"
"4","none",15800.15319,"white"
"5","top-left",7131.36147,"Blue"
"6","top-right",12919.98558,"Orange"
