"","data.circle","data.time_span","data.color"
"1","bottom-left",1983.55006,"Green"
"2","bottom-right",4481.18661,"Red"
"3","center",12753.914071,"Blue"
"4","none",14964.17844,"white"
"5","top-left",6523.82863,"Yellow"
"6","top-right",13153.24161,"Orange"
