"","data.circle","data.time_span","data.color"
"1","bottom-left",6478.10855,"Green"
"2","bottom-right",5527.1616,"Blue"
"3","center",12010.989818,"Red"
"4","none",11894.47633,"white"
"5","top-left",5981.07208,"Yellow"
"6","top-right",9169.21158,"Orange"
